"TEAM_ID","TEAM_ABBREVIATION","TEAM_NAME","GP","W","L","MIN","POINTS","DRIVE_PTS","DRIVE_FG_PCT","CATCH_SHOOT_PTS","CATCH_SHOOT_FG_PCT","PULL_UP_PTS","PULL_UP_FG_PCT","PAINT_TOUCH_PTS","PAINT_TOUCH_FG_PCT","POST_TOUCH_PTS","POST_TOUCH_FG_PCT","ELBOW_TOUCH_PTS","ELBOW_TOUCH_FG_PCT","EFF_FG_PCT","year"
"1610612745","HOU","Houston Rockets","82","54","28",241.8,107.7,20.8,0.449,24.9,0.376,11.5,0.35,21.6,0.636,8.1,0.441,4.6,0.598,0.531,"2013-14"
"1610612754","IND","Indiana Pacers","82","56","26",241.2,96.7,15.5,0.463,27.5,0.408,14.4,0.362,20.5,0.557,10.4,0.434,6.8,0.437,0.49,"2013-14"
"1610612746","LAC","Los Angeles Clippers","82","57","25",240.9,107.9,14.1,0.453,28.7,0.379,18.7,0.404,21.2,0.657,8.2,0.472,6.9,0.552,0.526,"2013-14"
"1610612747","LAL","Los Angeles Lakers","82","27","55",240.3,103,13.8,0.419,31,0.4,16.6,0.358,19.5,0.597,7.4,0.43,9.5,0.524,0.505,"2013-14"
"1610612763","MEM","Memphis Grizzlies","82","50","32",241.5,96.1,13.9,0.445,23.7,0.385,12,0.377,24.9,0.549,14.8,0.442,8,0.499,0.494,"2013-14"
"1610612748","MIA","Miami Heat","82","54","28",242.4,102.2,19.3,0.515,27.9,0.392,13,0.389,20.9,0.689,5.1,0.503,6.7,0.595,0.554,"2013-14"
"1610612749","MIL","Milwaukee Bucks","81","15","66",242.5,95.5,15.7,0.4,22.9,0.375,17.3,0.368,21.3,0.55,5.2,0.395,6.6,0.449,0.479,"2013-14"
"1610612750","MIN","Minnesota Timberwolves","82","40","42",242.1,106.9,14.3,0.398,25.7,0.371,12.9,0.321,28,0.589,10.2,0.423,9.3,0.519,0.486,"2013-14"
"1610612740","NOP","New Orleans Pelicans","82","34","48",242.1,99.7,22.4,0.425,24.3,0.412,14.2,0.372,19.4,0.603,4.5,0.387,8.1,0.48,0.495,"2013-14"
"1610612752","NYK","New York Knicks","82","37","45",242.1,98.6,13.7,0.442,32.1,0.41,20.1,0.38,16.1,0.601,8.4,0.448,7.7,0.496,0.505,"2013-14"
"1610612760","OKC","Oklahoma City Thunder","82","59","23",241.5,106.2,18.8,0.466,25.7,0.395,21.4,0.4,18.9,0.631,4.9,0.415,7.4,0.544,0.52,"2013-14"
"1610612753","ORL","Orlando Magic","82","23","59",243.4,96.5,15.8,0.419,27.9,0.391,16,0.381,17.1,0.568,9.4,0.46,6,0.493,0.487,"2013-14"
"1610612755","PHI","Philadelphia 76ers","82","19","63",242.1,99.5,21.9,0.411,23.5,0.348,11,0.333,21.9,0.556,6,0.428,6.7,0.492,0.475,"2013-14"
"1610612756","PHX","Phoenix Suns","82","48","34",240.9,105.2,17.6,0.457,28.2,0.386,17.7,0.391,17.5,0.577,9.7,0.421,5.5,0.574,0.519,"2013-14"
"1610612757","POR","Portland Trail Blazers","82","54","28",242.1,106.7,14,0.427,31,0.406,21.2,0.377,19.3,0.594,9.2,0.387,7.1,0.549,0.504,"2013-14"
"1610612758","SAC","Sacramento Kings","81","28","53",241.9,100.3,18.3,0.434,20.3,0.363,17.5,0.379,20.6,0.569,10,0.422,6.9,0.485,0.482,"2013-14"
"1610612759","SAS","San Antonio Spurs","82","62","20",240.9,105.4,16.8,0.487,28.4,0.399,16.8,0.413,22.2,0.603,7.4,0.46,7.8,0.573,0.537,"2013-14"
"1610612761","TOR","Toronto Raptors","81","47","34",243.4,101.3,17.7,0.43,27.9,0.403,17.2,0.354,19.3,0.589,5.5,0.441,6.2,0.486,0.499,"2013-14"
"1610612762","UTA","Utah Jazz","82","25","57",241.2,95,14.8,0.415,25.4,0.361,13.7,0.36,19.3,0.601,7.5,0.428,7.6,0.542,0.484,"2013-14"
"1610612764","WAS","Washington Wizards","81","44","37",244.6,100.9,11.6,0.416,29.9,0.405,16,0.343,19.3,0.603,8.2,0.44,8.9,0.545,0.506,"2013-14"
