"TEAM_ID","TEAM_ABBREVIATION","TEAM_NAME","GP","W","L","MIN","POINTS","DRIVE_PTS","DRIVE_FG_PCT","CATCH_SHOOT_PTS","CATCH_SHOOT_FG_PCT","PULL_UP_PTS","PULL_UP_FG_PCT","PAINT_TOUCH_PTS","PAINT_TOUCH_FG_PCT","POST_TOUCH_PTS","POST_TOUCH_FG_PCT","ELBOW_TOUCH_PTS","ELBOW_TOUCH_FG_PCT","EFF_FG_PCT","year"
"1610612740","NOP","New Orleans Pelicans","82","42","40",242.1,114.4,28.5,0.492,29.6,0.372,16.9,0.399,20.7,0.665,5.1,0.534,6.7,0.62,0.543,"2022-23"
"1610612752","NYK","New York Knicks","82","47","35",243.4,116,32.7,0.498,28.5,0.367,21.8,0.379,17.7,0.669,3.2,0.492,4.2,0.544,0.541,"2022-23"
"1610612760","OKC","Oklahoma City Thunder","82","40","42",242.1,117.5,35.7,0.481,31.6,0.372,18.5,0.41,17,0.593,1.3,0.473,5.6,0.602,0.531,"2022-23"
"1610612753","ORL","Orlando Magic","82","34","48",241.2,111.4,30.5,0.496,27.1,0.365,18,0.375,19.2,0.673,2.1,0.448,5.2,0.567,0.532,"2022-23"
"1610612755","PHI","Philadelphia 76ers","82","54","28",242.4,115.2,26.7,0.486,30.6,0.416,21.6,0.4,15.6,0.656,5.7,0.532,7.9,0.575,0.563,"2022-23"
"1610612756","PHX","Phoenix Suns","82","45","37",241.2,113.6,23.3,0.467,33,0.402,25.1,0.408,22.4,0.617,4.9,0.53,7.7,0.572,0.535,"2022-23"
"1610612757","POR","Portland Trail Blazers","81","33","48",240.6,113.2,27.2,0.522,27.4,0.377,21.6,0.38,15.3,0.639,3.2,0.479,5.6,0.589,0.549,"2022-23"
"1610612758","SAC","Sacramento Kings","82","48","34",241.8,120.7,29.7,0.54,33.6,0.385,18.9,0.397,20.7,0.674,3.2,0.536,8,0.648,0.572,"2022-23"
"1610612759","SAS","San Antonio Spurs","79","21","58",242.2,112.6,29.1,0.46,30.7,0.364,17.6,0.38,20,0.661,3.8,0.513,7.6,0.593,0.525,"2022-23"
"1610612761","TOR","Toronto Raptors","82","41","41",241.5,112.9,24.2,0.453,25.6,0.347,20.6,0.369,23,0.637,4.3,0.511,5.6,0.527,0.517,"2022-23"
"1610612762","UTA","Utah Jazz","82","37","45",241.5,117.1,31.4,0.508,30.7,0.363,18.7,0.383,21.9,0.685,1.6,0.463,5.9,0.641,0.547,"2022-23"
"1610612764","WAS","Washington Wizards","82","35","47",240.9,113.2,28.2,0.511,28.5,0.374,20.1,0.403,19.6,0.675,4.1,0.545,6.8,0.565,0.55,"2022-23"
