"TEAM_ID","TEAM_ABBREVIATION","TEAM_NAME","GP","W","L","MIN","POINTS","DRIVE_PTS","DRIVE_FG_PCT","CATCH_SHOOT_PTS","CATCH_SHOOT_FG_PCT","PULL_UP_PTS","PULL_UP_FG_PCT","PAINT_TOUCH_PTS","PAINT_TOUCH_FG_PCT","POST_TOUCH_PTS","POST_TOUCH_FG_PCT","ELBOW_TOUCH_PTS","ELBOW_TOUCH_FG_PCT","EFF_FG_PCT","year"
"1610612749","MIL","Milwaukee Bucks","82","49","33",241.5,119,27.2,0.54,32.6,0.39,23.1,0.397,17.5,0.7,4.5,0.547,4.7,0.617,0.568,"2023-24"
"1610612750","MIN","Minnesota Timberwolves","82","56","26",241.5,113,31.9,0.501,28.9,0.403,19,0.38,18.2,0.665,3.8,0.496,5.4,0.6,0.559,"2023-24"
"1610612740","NOP","New Orleans Pelicans","81","49","32",240.3,115.4,31.1,0.499,32.5,0.397,18.4,0.42,17.5,0.656,4.4,0.56,6,0.596,0.56,"2023-24"
"1610612752","NYK","New York Knicks","82","50","32",240.6,112.8,30.4,0.48,29.2,0.387,23.6,0.396,15.8,0.645,1.4,0.419,4.3,0.58,0.54,"2023-24"
"1610612760","OKC","Oklahoma City Thunder","82","57","25",241.5,120.1,36.5,0.536,34.2,0.403,22.6,0.445,16.4,0.658,0.8,0.457,4.8,0.636,0.573,"2023-24"
"1610612753","ORL","Orlando Magic","82","47","35",241.2,110.5,29,0.489,27.7,0.372,15.3,0.354,20.6,0.665,2.2,0.468,6,0.602,0.541,"2023-24"
"1610612755","PHI","Philadelphia 76ers","81","46","35",241.2,114.7,29.8,0.478,28.2,0.392,21.8,0.373,17.8,0.624,3.2,0.49,5.6,0.52,0.532,"2023-24"
"1610612756","PHX","Phoenix Suns","81","49","32",241.2,116.4,27.9,0.527,30.9,0.4,25.2,0.449,15.5,0.613,3.2,0.472,6.3,0.588,0.565,"2023-24"
"1610612757","POR","Portland Trail Blazers","81","20","61",242.2,106.1,28.3,0.443,29.7,0.378,17.5,0.357,18.7,0.594,1.9,0.489,5.5,0.486,0.502,"2023-24"
"1610612758","SAC","Sacramento Kings","82","46","36",242.1,116.6,28.5,0.508,33.2,0.375,21.7,0.398,19.2,0.664,2.3,0.527,7.5,0.617,0.556,"2023-24"
"1610612759","SAS","San Antonio Spurs","81","21","60",241.9,111.9,26.1,0.485,32.8,0.358,15.8,0.355,20.4,0.66,3.2,0.454,8,0.609,0.531,"2023-24"
"1610612761","TOR","Toronto Raptors","81","25","56",241.2,112.3,26.7,0.463,30.6,0.373,14.6,0.35,22.1,0.654,2.3,0.497,7.2,0.664,0.535,"2023-24"
"1610612762","UTA","Utah Jazz","81","31","50",241.5,115.6,30.8,0.474,31.9,0.375,15,0.348,23.4,0.68,1.8,0.465,5.2,0.593,0.539,"2023-24"
"1610612764","WAS","Washington Wizards","82","15","67",240.6,113.7,31.2,0.493,29.1,0.362,17.7,0.357,18,0.654,1.1,0.519,7.3,0.67,0.538,"2023-24"
