"TEAM_ID","TEAM_ABBREVIATION","TEAM_NAME","GP","W","L","MIN","POINTS","DRIVE_PTS","DRIVE_FG_PCT","CATCH_SHOOT_PTS","CATCH_SHOOT_FG_PCT","PULL_UP_PTS","PULL_UP_FG_PCT","PAINT_TOUCH_PTS","PAINT_TOUCH_FG_PCT","POST_TOUCH_PTS","POST_TOUCH_FG_PCT","ELBOW_TOUCH_PTS","ELBOW_TOUCH_FG_PCT","EFF_FG_PCT","year"
"1610612750","MIN","Minnesota Timberwolves","82","46","36",241.2,115.9,25.8,0.504,33.1,0.37,18.6,0.354,16,0.599,3.1,0.503,7.2,0.606,0.539,"2021-22"
"1610612740","NOP","New Orleans Pelicans","81","35","46",240.9,109.4,22,0.472,29.9,0.37,17,0.357,21.4,0.621,4.8,0.512,6.4,0.577,0.518,"2021-22"
"1610612752","NYK","New York Knicks","81","36","45",241.2,106.5,24.7,0.443,26.9,0.366,23.8,0.349,17.4,0.663,2.7,0.447,3.7,0.527,0.513,"2021-22"
"1610612760","OKC","Oklahoma City Thunder","82","24","58",241.5,103.7,29.9,0.452,28.5,0.332,16.8,0.356,16.6,0.622,0.5,0.396,4.8,0.561,0.497,"2021-22"
"1610612753","ORL","Orlando Magic","82","22","60",241.2,104.2,25.5,0.452,31.6,0.354,14.5,0.321,16.5,0.642,2.4,0.456,5.6,0.59,0.503,"2021-22"
"1610612755","PHI","Philadelphia 76ers","82","51","31",241.5,109.9,26.6,0.494,28.5,0.381,22.1,0.39,15.5,0.64,7.2,0.477,4.6,0.548,0.534,"2021-22"
"1610612756","PHX","Phoenix Suns","81","63","18",240.6,114.9,23.4,0.485,29.9,0.39,26.2,0.423,24.4,0.676,3.2,0.556,8.6,0.611,0.55,"2021-22"
"1610612757","POR","Portland Trail Blazers","82","27","55",240.6,106.2,22.3,0.462,28.5,0.358,20.9,0.369,16.3,0.636,2.9,0.46,6.4,0.584,0.515,"2021-22"
"1610612758","SAC","Sacramento Kings","81","29","52",241.5,109.9,27.9,0.477,25.8,0.367,21.2,0.364,19.9,0.644,2.3,0.45,6.7,0.534,0.523,"2021-22"
"1610612759","SAS","San Antonio Spurs","82","34","48",241.5,113.2,28.5,0.476,31.5,0.378,19.2,0.388,19.9,0.638,2.2,0.525,8.3,0.583,0.527,"2021-22"
"1610612761","TOR","Toronto Raptors","82","48","34",242.1,109.4,21.6,0.449,28.7,0.371,22.3,0.362,20.6,0.599,3.2,0.489,5.7,0.548,0.51,"2021-22"
"1610612762","UTA","Utah Jazz","82","49","33",240.6,113.6,29.7,0.513,27.3,0.364,24.2,0.38,21.9,0.716,2.3,0.458,4.6,0.626,0.555,"2021-22"
"1610612764","WAS","Washington Wizards","82","35","47",241.8,108.6,26.2,0.478,27,0.358,19.3,0.382,22.6,0.692,3.6,0.502,6.5,0.563,0.532,"2021-22"
